zipcode,population,pop_density
95689,1698,17.3
95699,20,14.6
95914,815,15.2
95916,1216,5.7
95917,4030,17.7
95926,39012,1903.8
95927,39012,1903.8
95928,37558,102.6
95929,37558,102.6
95930,191,1.6
95938,4350,20.4
95940,673,0.8
95941,497,13.8
95942,629,9
95948,11173,53.5
95954,13495,66.5
95958,888,4.2
95965,20460,24.6
95966,29367,64.3
95967,29367,64.3
95968,1287,352.3
95969,27967,180.2
95973,35445,37.1
95974,64,0.4
95976,1584,72.9
95978,163,8.7
95221,7538,48.8
95222,5090,13.5
95223,2860,6.2
95224,166,14.6
95225,470,37
95226,16,5.7
95228,4501,14.4
95229,4501,14.4
95232,164,14.9
95233,567,24
95245,1851,12.8
95246,1032,12
95247,4270,40.5
95248,189,3.7
95249,4854,18.6
95251,582,26.9
95252,15703,42.4
95254,1151,33.6
95255,1358,17.7
95257,433,10.5
95912,5010,10
95932,7742,24
95950,394,4.3
95955,1435,4.8
95970,551,4.4
95979,430,0.8
95987,6119,6.9
94505,16251,326.3
94506,25258,462.7
94507,15646,452.8
94509,66933,1472.4
94511,2010,157.5
94513,62991,278.1
94514,1461,18.3
94516,148,93.2
94517,13476,83.5
94518,28428,1900.4
94519,20121,1623.8
94520,38568,1465.3
94521,43103,1227.6
94522,43103,1227.6
94523,35096,1791
94524,35096,1791
94525,3094,513.4
94526,32539,804.3
94527,32539,804.3
94528,307,158.7
94529,307,158.7
94530,25754,1910.8
94531,43788,1421.4
94547,25343,1707.7
94548,501,57.6
94549,29639,540
94553,49699,374.2
94556,16368,481.2
94561,41911,829.3
94563,19341,394.6
94564,19200,1275.7
94565,96081,1088.1
94569,205,32.3
94570,205,32.3
94572,10411,773.3
94575,1170,2253.6
94582,42059,1140.4
94583,35102,901
94595,17938,1178.8
94596,20822,1298.6
94597,22734,2002.2
94598,27780,654.9
94801,29958,1013.2
94802,29958,1013.2
94803,26165,823.4
94804,41510,2405.5
94805,14208,2657.3
94806,64410,2773.3
94807,64410,2773.3
94808,64410,2773.3
94820,64410,2773.3
94850,0,0
95531,23470,48.5
95532,23470,48.5
95538,325,597.9
95543,664,2.9
95548,1224,6.1
95567,2066,11.9
95613,1078,8.6
95614,3961,41.7
95619,5674,311.2
95623,3730,28.1
95633,3857,31.3
95634,3445,15.4
95635,807,24
95636,1087,3.7
95651,819,21.2
95656,4178,175
95664,1589,14.1
95667,36620,81.9
95672,5220,82
95682,30141,138.5
95684,3384,9.1
95709,5315,82.5
95720,83,0.5
95721,15,1.1
95726,8170,45.9
95735,10,1.2
95762,42494,362.2
96142,807,19.8
96150,29357,93.1
96151,29357,93.1
96152,29357,93.1
96154,29357,93.1
96155,0,0.1
96156,0,0.1
96157,0,0.1
96158,0,0.1
93210,18025,9.8
93234,7260,33.7
93242,3541,32.6
93602,3967,10.4
93605,188,162.2
93606,949,3128
93607,949,3128
93608,940,3.9
93609,5586,35.4
93611,48473,1579.9
93612,35450,2087.2
93613,35450,2087.2
93616,2664,73.1
93621,94,2.7
93622,10395,10.4
93624,1041,3.9
93625,7862,114.2
93626,1983,5.3
93627,188,1.3
93628,239,3.5
93630,20195,47.5
93631,16349,76.7
93634,21,0
93640,12727,40.6
93641,198,7.2
93642,198,7.2
93646,10873,95.7
93648,16194,264.6
93649,16194,264.6
93650,3477,2212
93651,1915,22.5
93652,426,77.6
93654,30935,116.6
93656,6323,22.2
93657,34723,63.3
93660,4228,22.2
93662,30922,148.2
93664,408,1.2
93667,2415,9
93668,1173,12.8
93675,3759,18.2
93701,10274,3192.9
93702,44139,3562.8
93703,33000,2602.9
93704,29294,1912.8
93705,37707,2915.2
93706,40936,97.1
93707,40936,97.1
93708,40936,97.1
93709,40936,97.1
93710,32625,1668.4
93711,38349,1257.3
93712,38349,1257.3
93714,38349,1257.3
93715,38349,1257.3
93716,38349,1257.3
93717,38349,1257.3
93718,38349,1257.3
93720,47270,1759.5
93721,7611,1310.6
93722,83179,1534.9
93723,13189,86.5
93724,13189,86.5
93725,26980,147.3
93726,43209,2496.7
93727,82920,856.5
93728,16382,1987.2
93729,16382,1987.2
93730,11926,481.7
93737,11926,481.7
93740,11926,481.7
93741,11926,481.7
93744,11926,481.7
93745,11926,481.7
93747,11926,481.7
93750,11926,481.7
93755,11926,481.7
93760,11926,481.7
93761,11926,481.7
93764,11926,481.7
93765,11926,481.7
93771,11926,481.7
93772,11926,481.7
93773,11926,481.7
93774,11926,481.7
93775,11926,481.7
93776,11926,481.7
93777,11926,481.7
93778,11926,481.7
93779,11926,481.7
93786,11926,481.7
93790,11926,481.7
93791,11926,481.7
93792,11926,481.7
93793,11926,481.7
93794,11926,481.7
93844,11926,481.7
93888,11926,481.7
95913,5010,10
95920,285,1.5
95939,673,0.8
95943,908,5.4
95951,2788,54.7
95963,15043,19.6
95988,8381,11
95501,23467,1314.5
95502,23467,1314.5
95503,25503,107.9
95511,290,2.4
95514,117,1.1
95518,117,1.1
95519,19099,118.5
95521,21462,145.3
95524,1724,66
95525,1433,8
95526,210,1.3
95528,1493,4.3
95534,23470,48.5
95536,2898,7.5
95537,325,597.9
95540,14305,189.9
95542,2072,4.9
95545,101,1.2
95546,3768,9.9
95547,978,62.6
95549,1050,2.8
95550,71,0.4
95551,1374,15.8
95553,913,6.9
95554,287,4.1
95555,337,1.8
95556,627,1.7
95558,423,0.8
95559,72,3.9
95560,1466,19.1
95562,3422,54.1
95564,432,54
95565,772,12.4
95569,295,2.3
95570,2274,42
95571,271,139
95573,1554,5.6
95589,982,3.3
92222,0,11
92227,27255,18.7
92231,40019,264
92232,40019,264
92233,7618,20.8
92243,50484,168.2
92244,50484,168.2
92249,7898,132.1
92250,8979,7.7
92251,23388,41.8
92257,1332,1.2
92259,94,0.5
92266,108,0.3
92273,1704,100.9
92275,2456,9.3
92281,2859,65.8
92283,1694,1.6
92331,354,0.2
92328,354,0.2
92384,13,0.1
92389,146,0.4
93513,1692,1.1
93514,14412,4.8
93515,14412,4.8
93522,56,0.4
93526,570,2
93530,15,19.9
93542,226,0.6
93545,1899,7.5
93549,264,0.4
93203,22744,37.6
93205,1384,14.2
93206,1970,5.9
93215,55269,151.5
93216,55269,151.5
93220,58,3.1
93222,1481,28.2
93224,453,7.8
93225,4816,11.1
93226,180,1.2
93238,1015,4.5
93240,6343,31.3
93241,16834,1636.9
93243,1938,4.4
93249,2088,4.7
93250,16088,61.7
93251,229,0.8
93252,2738,2.4
93255,556,1.1
93263,21572,83.5
93268,17964,155.4
93276,186,90.7
93280,27698,32.6
93283,2343,3.9
93285,2085,20.8
93287,96,0.8
93301,12028,1131
93302,12028,1131
93303,12028,1131
93304,49976,2477.4
93305,38725,2446.3
93306,73401,283.1
93307,84809,229.8
93308,53702,64.1
93309,59378,2123.8
93311,45763,93
93312,60238,1440
93313,52637,168.7
93314,28590,87.4
93380,28590,87.4
93383,28590,87.4
93384,28590,87.4
93385,28590,87.4
93386,28590,87.4
93387,28590,87.4
93388,28590,87.4
93389,28590,87.4
93390,28590,87.4
93501,4861,12.9
93502,4861,12.9
93504,4861,12.9
93505,13606,69.3
93516,2335,46
93518,975,1.5
93519,22,0.5
93523,3700,12.2
93524,168,43.1
93527,1618,1.7
93528,138,17.5
93531,388,5.7
93554,64,0.4
93555,33742,154.1
93556,33742,154.1
93560,20929,45.8
93561,34839,50.6
93581,408,3.7
93596,77,0.2
93202,3777,2062.6
93204,12923,100.6
93212,23424,94.9
93230,66800,95.9
93232,66800,95.9
93239,1520,10.2
93245,38606,122.5
93246,38606,122.5
93266,1406,11
95422,15550,170.8
95423,3757,14.1
95424,3757,14.1
95426,1404,40.9
95435,14,205.2
95443,270,21.5
95451,11627,45
95453,11092,51.9
95457,3330,7.5
95458,3019,24.5
95461,2440,10.5
95464,2538,310.7
95467,6044,216.3
95485,2688,9.4
95493,241,16.9
96009,345,1
96068,193,1.8
96109,758,4.3
96113,1957,56.6
96114,3316,18.3
96117,319,0.5
96119,59,0.2
96121,317,4.2
96123,38,0.1
96127,103,0.9
96128,674,9.2
96130,20553,18.6
96132,93,0.1
96136,42,0.3
96137,3336,26.3
90001,58975,6295.8
90002,53111,6458.9
90003,72741,7204.7
90004,61586,7876.3
90005,39479,13421.3
90006,61698,11903.1
90007,41716,6403.9
90008,31739,3398.1
90009,31739,3398.1
90010,3702,3208.3
90011,109414,9359.3
90012,35913,3711.6
90013,11937,6774.5
90014,8335,9550.9
90015,21801,4285.4
90016,46581,5066.6
90017,26728,12635.3
90018,53256,6574.4
90019,66245,6401
90020,39102,13310.8
90021,2922,736.8
90022,65890,5919.7
90023,46780,4195.7
90024,50288,6239.3
90025,47967,6333.7
90026,69589,6203.7
90027,44686,2143.2
90028,30734,7273.3
90029,37898,10949.3
90030,37898,10949.3
90031,38535,4395.7
90032,47627,3708.2
90033,47583,5772.8
90034,55652,7191.9
90035,28085,5357.4
90036,37988,5761.9
90037,65016,8475
90038,27660,7127.3
90039,29589,2920
90040,12645,866.1
90041,29516,2935.1
90042,63911,5186.6
90043,44627,4183.6
90044,96436,6748.4
90045,41149,1420.4
90046,50587,3242.8
90047,48883,3967.2
90048,22892,4381
90049,36964,912.1
90050,36964,912.1
90051,36964,912.1
90052,36964,912.1
90053,36964,912.1
90054,36964,912.1
90055,36964,912.1
90056,7795,1913.2
90057,49492,19618
90058,2758,214.3
90059,45952,4771.9
90060,45952,4771.9
90061,27646,3897.9
90062,34422,6553.3
90063,52951,6578.6
90064,25429,2445.3
90065,47887,3329.9
90066,59394,4336.8
90067,2314,2852.1
90068,20982,1110.6
90069,20435,3740.7
90070,20435,3740.7
90071,0,47
90072,0,47
90073,916,613.7
90074,916,613.7
90075,916,613.7
90076,916,613.7
90077,8993,493.7
90078,8993,493.7
90079,0,0
90080,0,0
90081,0,0
90082,0,0
90083,0,0
90084,0,0
90086,0,0
90087,0,0
90088,0,0
90089,3862,4331.1
90090,0,0
90091,0,0
90093,0,0
90094,9368,3460.4
90095,0,2.9
90096,0,2.9
90099,0,2.9
90189,0,2.9
90201,102433,6586.1
90202,102433,6586.1
90209,102433,6586.1
90210,19909,829.1
90211,7969,4649.4
90212,13156,4670.3
90213,13156,4670.3
90220,53703,2756
90221,52322,3889
90222,32850,4782
90223,32850,4782
90224,32850,4782
90230,32808,2719.9
90231,32808,2719.9
90232,14660,2777.2
90233,14660,2777.2
90239,14660,2777.2
90240,26205,3393.7
90241,44143,3324.6
90242,42553,3689.9
90245,16850,1177
90247,47531,4883.7
90248,11512,818.2
90249,26587,3457.8
90250,96836,5374.7
90251,96836,5374.7
90254,19650,5278.8
90255,75560,7794.8
90260,35161,5031.3
90261,35161,5031.3
90262,70936,5571.8
90263,1846,2755
90264,1846,2755
90265,18389,64.9
90266,35573,3446.3
90267,35573,3446.3
90270,27454,8376.2
90272,22551,388.7
90274,25279,813.1
90275,42421,1193.6
90277,34506,3804.3
90278,40649,4293.5
90280,95103,4989.2
90290,5371,122.6
90291,27525,4379.7
90292,22490,4091.9
90293,12694,1638.6
90294,12694,1638.6
90295,12694,1638.6
90296,12694,1638.6
90301,37291,5698.8
90302,30828,5998.7
90303,24693,4538.5
90304,25591,6952.5
90305,15397,2481.2
90306,15397,2481.2
90307,15397,2481.2
90308,15397,2481.2
90309,15397,2481.2
90310,15397,2481.2
90311,15397,2481.2
90312,15397,2481.2
90401,7256,3058.2
90402,11866,2360.4
90403,24354,6633.2
90404,22819,4138.6
90405,28115,3967.1
90406,28115,3967.1
90407,28115,3967.1
90408,28115,3967.1
90409,28115,3967.1
90410,28115,3967.1
90411,28115,3967.1
90501,42335,2964.5
90502,18188,3111
90503,44908,3234.8
90504,33721,2784.8
90505,37641,2444.3
90506,0,0
90507,0,0
90508,0,0
90509,0,0
90510,0,0
90601,33058,1088
90602,25981,2682.1
90603,21299,2369.4
90604,42063,3570.6
90605,40957,2755.2
90606,32803,3306.5
90607,32803,3306.5
90608,32803,3306.5
90609,32803,3306.5
90610,32803,3306.5
90637,69502,1878.6
90638,49383,2404.8
90639,49383,2404.8
90640,63177,2844.3
90650,105886,4154.1
90651,105886,4154.1
90652,105886,4154.1
90660,63380,3135.2
90661,63380,3135.2
90662,63380,3135.2
90670,16578,678.3
90671,16578,678.3
90701,16858,3929.9
90702,16858,3929.9
90703,50963,2173.1
90704,3922,21.1
90706,77529,4841.7
90707,77529,4841.7
90710,28185,4175.3
90711,28185,4175.3
90712,31063,2839.6
90713,29061,3176.9
90714,29061,3176.9
90715,20136,4629.2
90716,14344,5881.1
90717,21696,4154.6
90723,54776,4458.8
90731,61850,2515.4
90732,22273,2379.3
90733,22273,2379.3
90734,22273,2379.3
90744,57206,2491.9
90745,56821,2663.4
90746,26996,1720.4
90747,0,0
90748,0,0
90749,0,0
90755,11555,1962.2
90801,11555,1962.2
90802,39453,2342.2
90803,32389,3066.6
90804,39344,7361.5
90805,96708,4901.2
90806,42817,4756.1
90807,32067,2082.1
90808,38860,2148.3
90809,38860,2148.3
90810,38579,2118.1
90813,59000,7087.2
90814,18587,5453.5
90815,41026,2154.5
90822,139,278
90831,0,0
90832,0,0
90833,0,0
90834,0,0
90835,0,0
90840,0,0
90842,0,0
90844,0,0
90846,0,0
90847,0,0
90848,0,0
90853,0,0
90895,0,0
90899,0,0
91001,37711,1689.5
91003,37711,1689.5
91006,33012,1938.1
91007,34523,2368.1
91008,1141,265.3
91009,1141,265.3
91010,26601,1430
91011,20423,660.6
91012,20423,660.6
91016,41671,1846.5
91017,41671,1846.5
91020,8720,4320.4
91021,8720,4320.4
91023,8720,4320.4
91024,11006,1427.6
91025,11006,1427.6
91030,25794,2899.5
91031,25794,2899.5
91040,20207,958.9
91041,20207,958.9
91042,26631,213.5
91043,26631,213.5
91046,143,6019.9
91066,143,6019.9
91077,143,6019.9
91101,21394,5939.5
91102,21394,5939.5
91103,28425,1969.4
91104,37974,3728.6
91105,12191,1176.9
91106,25375,3176
91107,32364,1545.6
91108,13538,1353.7
91109,13538,1353.7
91110,13538,1353.7
91114,13538,1353.7
91115,13538,1353.7
91116,13538,1353.7
91117,13538,1353.7
91118,13538,1353.7
91121,13538,1353.7
91123,13538,1353.7
91124,13538,1353.7
91125,13538,1353.7
91126,13538,1353.7
91129,13538,1353.7
91182,13538,1353.7
91184,13538,1353.7
91185,13538,1353.7
91188,13538,1353.7
91189,13538,1353.7
91199,13538,1353.7
91201,23619,3736
91202,23317,4300.7
91203,15000,6235.9
91204,18720,5507.2
91205,37618,7720.3
91206,34386,2170.3
91207,11371,892.3
91208,16049,908.8
91209,16049,908.8
91210,689,2877
91214,30654,1553.1
91221,30654,1553.1
91222,30654,1553.1
91224,30654,1553.1
91225,30654,1553.1
91226,30654,1553.1
91301,25631,288.6
91302,26634,371.6
91303,31053,4792.8
91304,53761,2062.1
91305,53761,2062.1
91306,49158,4204.2
91307,26595,1172.5
91308,26595,1172.5
91309,26595,1172.5
91310,26595,1172.5
91311,40420,440
91313,40420,440
91316,29964,2074.1
91321,34355,520.4
91322,34355,520.4
91324,29617,2433.8
91325,34635,2594.1
91326,37035,1595.1
91327,37035,1595.1
91328,37035,1595.1
91329,37035,1595.1
91330,3273,3096.7
91331,105799,4522.3
91333,105799,4522.3
91334,105799,4522.3
91335,80524,4373.7
91337,80524,4373.7
91340,36227,3904
91341,36227,3904
91342,96487,642.6
91343,66590,3935.6
91344,53266,1217.5
91345,19205,2203.5
91346,19205,2203.5
91350,37350,759.8
91351,32572,1305.5
91352,47438,1581.9
91353,47438,1581.9
91354,32096,1271
91355,31455,812.1
91356,30804,1550.7
91357,30804,1550.7
91364,27340,1314.5
91365,27340,1314.5
91367,45282,2052.4
91371,0,1.6
91372,0,1.6
91376,0,1.6
91380,13730,1007.5
91381,20371,206.9
91382,20371,206.9
91383,20371,206.9
91384,28842,106.1
91385,28842,106.1
91386,28842,106.1
91387,43717,314.4
91390,19053,53.4
91392,19053,53.4
91393,19053,53.4
91394,19053,53.4
91395,19053,53.4
91396,19053,53.4
91401,41412,4392.5
91402,70686,7232.8
91403,25218,2497.2
91404,25218,2497.2
91405,55384,5967.9
91406,55215,2448
91407,55215,2448
91408,55215,2448
91409,55215,2448
91410,55215,2448
91411,25801,4655.8
91412,25801,4655.8
91413,25801,4655.8
91416,25801,4655.8
91423,33737,2742.5
91426,33737,2742.5
91436,15070,974.4
91470,15070,974.4
91482,15070,974.4
91495,15070,974.4
91496,15070,974.4
91499,15070,974.4
91501,20300,2029
91502,11598,3270.7
91503,11598,3270.7
91504,26863,1950.9
91505,30680,2357.7
91506,18575,2981.7
91507,18575,2981.7
91508,18575,2981.7
91510,18575,2981.7
91521,18575,2981.7
91522,18575,2981.7
91523,18575,2981.7
91526,18575,2981.7
91601,37085,5416.4
91602,19358,3293.6
91603,19358,3293.6
91604,32117,2176.4
91605,52210,3981.2
91606,44476,5208.8
91607,30873,4420
91608,0,0
91609,0,0
91610,0,0
91611,0,0
91612,0,0
91614,0,0
91615,0,0
91616,0,0
91617,0,0
91618,0,0
91702,62348,136.1
91706,77342,2200.7
91711,36854,918.3
91714,36854,918.3
91715,36854,918.3
91716,36854,918.3
91722,35708,3216.1
91723,18875,3037.9
91724,26091,1621.5
91731,30139,2994.6
91732,63572,5134
91733,44968,2537.7
91734,44968,2537.7
91735,44968,2537.7
91740,26115,1966.5
91741,26565,672.5
91744,87240,3735.6
91745,54975,1628.2
91746,30708,2113.3
91747,30708,2113.3
91748,47084,1211.8
91749,47084,1211.8
91750,33836,508.5
91754,33058,2787.8
91755,27734,3417.3
91756,27734,3417.3
91759,374,2.2
91765,47139,948.1
91766,72332,2718.6
91767,50264,3301.1
91768,35389,1541.6
91769,35389,1541.6
91770,63425,3732.9
91771,63425,3732.9
91772,63425,3732.9
91773,34496,894
91775,25192,3018.9
91776,38410,4362.9
91778,38410,4362.9
91780,35351,3464.2
91788,53849,2206.9
91789,44474,1063.9
91790,45206,3003.7
91791,34363,1886.3
91792,29839,3100.6
91793,29839,3100.6
91801,54479,4672.3
91802,54479,4672.3
91803,30385,3584.5
91804,30385,3584.5
91896,30385,3584.5
91899,30385,3584.5
93510,7626,42.9
93532,2871,10
93534,39088,856.2
93535,72948,107.8
93536,72383,112.8
93539,72383,112.8
93543,15135,84.7
93544,1181,4.4
93550,77006,147.5
93551,51085,268.2
93552,40266,303.9
93553,1781,9.5
93563,408,3.7
93584,408,3.7
93586,408,3.7
93590,408,3.7
93591,6579,34.1
93599,77,0.2
93601,1726,16.5
93604,629,1.8
93610,23607,33.8
93614,11676,39.2
93637,39381,53.9
93638,50894,199.8
93639,50894,199.8
93643,2960,9.8
93644,8981,35.9
93645,344,2.3
93653,1383,2
93669,164,16.7
94901,42482,1207.3
94903,30048,559.5
94904,12590,639.3
94912,12590,639.3
94913,12590,639.3
94914,12590,639.3
94915,12590,639.3
94920,12797,737.3
94924,1134,27.4
94925,9866,1129.3
94929,219,96
94930,8678,205.4
94933,671,305.1
94937,816,7.8
94938,790,29.6
94939,7108,1238.2
94940,234,4.5
94941,32013,529.3
94942,32013,529.3
94945,19035,251.6
94946,694,6.2
94947,26573,413.1
94948,26573,413.1
94949,17452,446.8
94950,134,4
94956,1224,11.6
94957,1400,449.9
94960,15725,1024
94963,498,82.5
94964,3418,5059.8
94965,11408,309.9
94966,11408,309.9
94970,689,38
94971,288,10.5
94973,1342,138.5
94974,1342,138.5
94976,1342,138.5
94977,1342,138.5
94978,1342,138.5
94979,1342,138.5
94998,1342,138.5
93623,123,0.9
95306,882,2.7
95311,1649,3.5
95318,268,5.3
95325,77,0.8
95338,10898,12.5
95345,749,8.6
95389,1392,2.1
95410,1159,9.2
95415,1262,11.1
95417,389,1.5
95418,389,1.5
95420,648,72
95427,222,2.5
95428,2563,4.3
95429,124,0.7
95432,519,2.3
95437,14632,58.4
95445,2201,9.4
95449,1656,4.5
95454,2198,3.7
95456,754,30.5
95459,618,2.9
95460,2277,32.3
95463,152,5.8
95466,993,3.9
95468,1325,7.5
95469,2015,3.9
95470,5719,28.2
95481,36792,122
95482,31847,39.5
95488,251,1.2
95490,12914,13.1
95494,125,0.5
95585,483,3.6
95587,49,6
93620,8889,21.2
93635,40759,57.7
93636,12690,23.5
93661,4228,22.2
93665,875,216.6
95301,38707,229.6
95303,871,9
95312,304,105.6
95315,14019,275.4
95317,906,6
95322,10546,19.8
95324,8016,68.3
95333,2479,9.7
95334,16787,106.5
95340,36373,329.7
95341,32446,85.1
95343,32446,85.1
95344,32446,85.1
95348,34241,250.4
95365,4710,126.9
95369,990,2.7
95374,1758,16.8
95388,14242,130.2
96006,380,1.3
96015,529,0.7
96054,339,1.1
96101,5500,3.6
96104,603,1.5
96108,56,0.2
96110,161,0.4
96112,202,0.7
96115,115,0.6
96116,159,0.4
93512,313,0.8
93517,526,0.4
93529,508,8
93541,226,0.6
93546,9359,21.4
96107,1450,5.5
96133,234,3.3
93426,1604,2.5
93450,806,1.7
93901,27805,709.5
93902,27805,709.5
93905,60408,2534.8
93906,65256,1755.7
93907,22766,155.5
93908,12093,23.5
93912,12093,23.5
93915,12093,23.5
93920,1403,1.4
93921,3379,1409.1
93922,3379,1409.1
93923,12833,36.1
93924,6568,12.8
93925,2155,11.9
93926,9262,56.9
93927,18778,25.7
93928,820,10.2
93930,17142,17
93932,810,2.3
93933,25015,672.6
93940,32411,595.7
93942,32411,595.7
93943,0,13.7
93944,0,13.7
93950,15595,2026.8
93953,4117,216.5
93954,472,3.2
93955,34395,456.1
93960,26610,51.2
93962,385,2127.2
95004,3956,83.3
95012,10792,267
95039,1195,36
94503,20306,588.1
94508,4298,81
94515,7436,25.8
94558,69142,72.5
94559,27523,287
94562,41911,829.3
94567,696,1.8
94573,31,36.5
94574,8677,26.4
94576,98,171.3
94581,29942,3042.9
94599,3078,423.7
95712,5315,82.5
95724,20,8.7
95728,229,12
95924,28,2.3
95945,25519,151.5
95946,9370,90.3
95949,20519,54.6
95959,17910,27.8
95960,825,6.4
95975,1584,72.9
95977,1617,16.6
95986,53,7.6
96111,94,1.8
96160,0,0.1
96161,18333,39.2
96162,18333,39.2
90620,46842,2723.9
90621,35398,3271.7
90622,35398,3271.7
90623,15813,3309.1
90624,15813,3309.1
90630,49169,3024.5
90631,69502,1878.6
90632,69502,1878.6
90633,69502,1878.6
90680,30321,4281.2
90720,22389,1371.2
90721,22389,1371.2
90740,24494,1043.4
90742,699,1740.9
90743,267,2124.8
92602,26044,846.7
92603,19650,588.2
92604,28819,3069.7
92605,28819,3069.7
92606,24694,1712.9
92607,24694,1712.9
92609,24694,1712.9
92610,14149,441.8
92612,32362,1750.1
92614,26676,2161.8
92615,26676,2161.8
92616,26676,2161.8
92617,17086,2256.2
92618,43316,299
92619,43316,299
92620,48952,2106.6
92623,48952,2106.6
92624,6402,2015
92625,12148,1875.7
92626,50541,1957.8
92627,63212,3725.5
92628,63212,3725.5
92629,26744,1977.1
92630,61304,2398.1
92637,16228,1764.2
92646,55893,2602.9
92647,62718,2852.4
92648,46890,2176.3
92649,34406,1639.4
92650,34406,1639.4
92651,24746,473.8
92652,24746,473.8
92653,29986,1687.1
92654,29986,1687.1
92655,8415,5094.2
92656,52124,2301.1
92657,9670,508.9
92658,9670,508.9
92659,9670,508.9
92660,36906,1375.6
92661,3225,2219.7
92662,2606,5109.3
92663,21572,2525.7
92672,34110,1673.9
92673,30927,974.8
92674,30927,974.8
92675,37457,384.1
92676,2154,11.3
92677,66406,1463.7
92678,570,12.7
92679,32579,556.8
92683,91376,3463.7
92684,91376,3463.7
92685,91376,3463.7
92688,45178,1550.6
92690,45178,1550.6
92691,50782,2087.1
92692,47576,1850.6
92693,47576,1850.6
92694,29064,892.4
92697,29064,892.4
92698,29064,892.4
92701,53565,6370.4
92702,53565,6370.4
92703,70595,6117.3
92704,90340,4529.9
92705,46470,1493.6
92706,35083,3979.4
92707,61026,4590.7
92708,57416,2363.4
92711,57416,2363.4
92712,57416,2363.4
92728,57416,2363.4
92735,57416,2363.4
92780,61660,3187.8
92781,61660,3187.8
92782,22704,2645.1
92799,22704,2645.1
92801,67053,3818.3
92802,42248,3626.4
92803,42248,3626.4
92804,88749,4732
92805,74413,4304.3
92806,39719,1851
92807,35777,1258.7
92808,20667,1518.4
92809,20667,1518.4
92811,20667,1518.4
92812,20667,1518.4
92814,20667,1518.4
92815,20667,1518.4
92816,20667,1518.4
92817,20667,1518.4
92821,37529,1299.2
92822,37529,1299.2
92823,4721,128.5
92825,4721,128.5
92831,37353,2210.1
92832,25134,3407.7
92833,52922,2728.7
92834,52922,2728.7
92835,23867,1538.7
92836,23867,1538.7
92837,23867,1538.7
92838,23867,1538.7
92840,55186,4013.1
92841,34061,2831.8
92842,34061,2831.8
92843,46036,4485
92844,23878,4420.7
92845,16600,2897.2
92846,16600,2897.2
92850,16600,2897.2
92856,16600,2897.2
92857,16600,2897.2
92859,16600,2897.2
92861,5872,1062
92862,5872,1062
92863,5872,1062
92864,5872,1062
